# Grammar 例句漢字抽詞表
# 共 921 句、2043 個不同漢字詞
# 格式：<漢字詞>\t<出現次數>\t<例句>
# 餵 Gemini 提示詞建議：
# 「請給每個漢字詞的標準東京音平假名讀音（含 okurigana），格式 漢字詞\t讀音」

明日	6	関東から東北にかけて、明日は荒れ模様の天気となる見込みだ。
朝	6	この街に引っ越して以来、朝のジョギングが日課になった。
京都	6	総会は京都において開催された。
月	5	本事業は来年3月をもって終了する予定です。
小	5	小さなミスならまだしも、取引先に損害を与える規模の失敗は看過できない。
一度	5	うまくいかなければ、もう一度やり直すまでだ。
健康	5	健康であればこそ、好きなことに挑戦できる。
合格	5	合格したと思いきや、番号を見間違えていた。
理解	5	このプロジェクトが高く評価される理由は、理解に難くない。
冬	5	この町の冬の冷え込みっぷりったらない。
日	5	日々の努力なくして成功はあり得ない。
海外	5	50歳にして初めて海外に渡航した。
会社	5	会社に勤めるかたわら、週末は小説を執筆している。
小説	5	会社に勤めるかたわら、週末は小説を執筆している。
今日	5	今日は黒ずくめのコーディネートで出かけた。
気温	5	夕方から夜にかけて、全国的に気温が下がる見込みだ。
下	5	夕方から夜にかけて、全国的に気温が下がる見込みだ。
駅	5	駅を出たとたん、激しい夕立に遭った。
前	5	慣れているとはいえ、プレゼン前はやはり緊張する。
母	5	グルメな母のことだから、きっと美味しい店をリサーチしているだろう。
写真	5	きれいな景色を見ると、写真を撮らずにはいられない。
連絡	5	連絡先が不明なので、連絡しようがない。
会議	5	会議の司会を私が担当することになった。
同僚	5	同僚に書類を確認してもらった。
理由	4	どのような理由であれ、暴力は正当化できない。
取引先	4	小さなミスならまだしも、取引先に損害を与える規模の失敗は看過できない。
声	4	彼の行動には批判こそあれ、賞賛の声はほとんど聞かれない。
道	4	改札を出るなり、見知らぬ方に道を尋ねられた。
問題	4	問題は深刻化し、ついに訴訟に至った。
一人	4	企画の立案から実行に至るまで、彼女が一人で担当した。
挑戦	4	健康であればこそ、好きなことに挑戦できる。
約束	4	既に約束した手前、今さら断れない。
反対	4	賛成にせよ反対にせよ、自分の立場を明確にすべきだ。
電話	4	お休み中のところを恐れ入りますが、確認のお電話を差し上げました。
発展	4	皆様のますますのご発展を願ってやみません。
部屋	4	兄の几帳面さにひきかえ、弟はいつも部屋が散らかっている。
夜	4	都会の静まり返った夜にひきかえ、下町の夜は人の声が絶えない。
土産	4	うちの上司ときたら、出張のたびにお土産の約束を忘れる。
責任	4	部長ともなると、責任も重く、裁量も広くなる。
人気	4	ゴールデンウィークともなると、人気テーマパークは入場制限が出るほど混雑する。
試験	4	その試験は難しかろうが、準備を重ねれば突破できるはずだ。
試	4	「試してごらん」とばかりに、店主が新作のパンを差し出してきた。
遅刻	4	理由のいかんによらず、遅刻は認められない。
映画	4	この映画は、観客を感動させずにはおかない。
台風	4	台風の影響で、イベントの中止を余儀なくされた。
荷物	4	100キロからある荷物を、彼は一人で運び切った。
限らない	4	食の都とは言い条、どの店も美味しいとは限らない。
引っ	4	家族で話し合った末に、郊外への引っ越しを決めた。
現地	4	留学するからには、現地の文化を深く学びたい。
資料	4	遅刻したばかりか、資料も忘れてきた。
高い	4	国内のみならず、海外市場でも高い評価を得ている。
英語	4	英語はもちろん、スペイン語も日常会話レベルで話せる。
決まって	4	この素材を使ったら、美味しいに決まっている。
向	4	道に迷ったあげく、結局タクシーで目的地に向かった。
歯	4	歯の痛みが気になってしょうがない。
私	4	私にとって週末の読書が一番の贅沢です。
鍵	4	鍵をかけたから、誰かが入れるはずがない。
来月	4	来月から福岡支店に赴任することになった。
降ってい	4	外は雨が降っているみたいだ。
来週	4	来週から気温が下がるらしい。
医者	4	医者に塩分を控えるようにと言われた。
静	4	この喫茶店は静かです。
好きです	4	パンもケーキも好きです。
真夏	3	真夏の外出、昼間の歩行に至ってはほとんど拷問だ。
予定	3	本事業は来年3月をもって終了する予定です。
社長	3	たとえ社長であれ、法律を超えることはできない。
苦労	3	子供のためとあれば、親はどんな苦労も厭わない。
地元	3	この町の景観を守れるのは、地元の住民をおいてほかにない。
住民	3	この町の景観を守れるのは、地元の住民をおいてほかにない。
使った	3	現地ならではの食材を使った料理に出会えた。
言ってい	3	冗談ならまだしも、本気で言っているのか。
失敗	3	小さなミスならまだしも、取引先に損害を与える規模の失敗は看過できない。
飛び	3	チャイムが鳴るが早いか、子供たちは教室を飛び出した。
新商品	3	新商品が発売されるが早いか、店頭から消えた。
深刻化	3	問題は深刻化し、ついに訴訟に至った。
実	3	長年の努力が実を結び、代表取締役に至った。
企画	3	企画の立案から実行に至るまで、彼女が一人で担当した。
結果	3	慌てたところで、結果が変わるわけではない。
周囲	3	周囲が何と言おうが、自分の信念は曲げない。
暑	3	どんなに暑かろうと、毎朝のランニングは欠かさない。
欠	3	どんなに暑かろうと、毎朝のランニングは欠かさない。
賛成	3	賛成にせよ反対にせよ、自分の立場を明確にすべきだ。
早めに	3	早めに相談すればいいものを、黙っているから問題がこじれる。
差	3	お休み中のところを恐れ入りますが、確認のお電話を差し上げました。
便利	3	便利になったとはいうものの、失われたものも少なくない。
感謝	3	皆様のご支援に、感謝に堪えない。
得なかっ	3	空襲の記録を読み、悲しみを禁じ得なかった。
都会	3	都会の静まり返った夜にひきかえ、下町の夜は人の声が絶えない。
嬉	3	合格の知らせを聞いた時の嬉しさといったらない。
冷え	3	この町の冬の冷え込みっぷりったらない。
足	3	手と言わず足と言わず、泥だらけになった。
宿題	3	うちの子ったら、また宿題を忘れていったわ。
最近	3	最近の若手ときたら、挨拶もろくにできない。
挨拶	3	最近の若手ときたら、挨拶もろくにできない。
状況	3	困難な状況にあっても、彼は希望を失わなかった。
多くの	3	パンデミックにあって、多くの企業がリモートワークを導入した。
部長	3	部長ともなると、責任も重く、裁量も広くなる。
甘い	3	どこともなく甘い香りが漂ってきた。
川	3	川に飛び込むべからず。
難	3	その試験は難しかろうが、準備を重ねれば突破できるはずだ。
準備	3	その試験は難しかろうが、準備を重ねれば突破できるはずだ。
重	3	その試験は難しかろうが、準備を重ねれば突破できるはずだ。
成功	3	日々の努力なくして成功はあり得ない。
散歩	3	散歩がてら、コンビニに立ち寄った。
立ち	3	散歩がてら、コンビニに立ち寄った。
旅行	3	食べ歩き旅行は美味しいものずくめで、体重が増えた。
技術	3	最新の技術をもってしても、解決しきれない問題がある。
全国	3	東京公演を皮切りに、全国ツアーが始まった。
影響	3	台風の影響で、イベントの中止を余儀なくされた。
合えば	3	条件が合えば、引き受けないものでもない。
価格	3	価格が折り合えば、高級店で食事することも考えないものでもない。
体	3	健康あっての挑戦だ。体を壊しては元も子もない。
広	3	被害は一地域にとどまらず、全国へと広がった。
席	3	予約しようにも、席が数ヶ月先まで埋まっていて予約できない。
忘れ	3	遅刻した上に忘れ物をし、最後には上司に叱られる始末だ。
最後	3	遅刻した上に忘れ物をし、最後には上司に叱られる始末だ。
食事	3	接待にかこつけて、高級料亭で食事をさせてもらった。
天気	3	絶好の天気と相まって、イベントは大盛況だった。
商店街	3	地域の人情味と相まって、商店街の活気がさらに増している。
都市部	3	都市部の空き家問題が深刻化しつつある。
議論	3	数時間の議論の末に、ようやく結論が出た。
末	3	数時間の議論の末に、ようやく結論が出た。
結論	3	数時間の議論の末に、ようやく結論が出た。
出た	3	数時間の議論の末に、ようやく結論が出た。
次第	3	荷物が届き次第、ご連絡いたします。
以来	3	この街に引っ越して以来、朝のジョギングが日課になった。
最後まで	3	プロジェクトを引き受けたからには、最後まで責任を持つ。
今回	3	毎日積み重ねたからこそ、今回の合格がある。
何度	3	何度も確認したにもかかわらず、同じミスを繰り返した。
行列	3	平日にもかかわらず、人気のベーカリーには行列ができていた。
説明	3	説明は受けたものの、操作方法がよくわからない。
朝晩	3	春とはいえ、朝晩はまだ冷え込む。
人口	3	都市部の人口が増える一方で、地方の人口減少が進んでいる。
一方	3	都市部の人口が増える一方で、地方の人口減少が進んでいる。
地方	3	都市部の人口が増える一方で、地方の人口減少が進んでいる。
判断	3	本人に確認しないことには、真偽は判断できない。
本当	3	現地を訪れてみないことには、本当の魅力はわからない。
限らず	3	若者に限らず、高齢者にもスマホは浸透している。
日本	3	日本に限らず、アジア全体で少子化が進んでいる。
年齢	3	年齢を問わず、どなたでもご参加いただけます。
問わず	3	年齢を問わず、どなたでもご参加いただけます。
停電	3	広範囲にわたって停電が発生した。
応じて	3	成果に応じて、ボーナスが決まる。
季節	3	季節に応じて、メニューを入れ替えている。
値する	3	この作品は国際賞に値する。
生徒	3	教師である上は、生徒の手本にならなければならない。
地震	3	地震はいつでも起こり得るので、防災意識を持とう。
違いない	3	彼がこのミスを見過ごすはずがない。気付いているに違いない。
相違ない	3	このプロジェクトを成功に導いたのは、彼の手腕に相違ない。
机	3	食べかけのパンを机に置いたまま、電話に出た。
残ってい	3	証拠が残っていないので、説明しようがない。
際	3	お帰りの際は、忘れ物にご注意ください。
予算	3	予算からすると、この企画はかなり厳しい。
涙	3	彼女が涙を流したのは、嬉しかったからにほかならない。
心	3	二度とあのようなミスは犯すまいと心に誓った。
思い	3	もう二度と満員電車には乗るまいと思い、自転車通勤に切り替えた。
始めた	3	留学をきっかけに、現地の食文化に興味を持ち始めた。
早寝早起きする	3	健康のためには、早寝早起きするに越したことはない。
気	3	歯の痛みが気になってしょうがない。
残業	3	連日の残業で眠たくてたまらないが、納期に間に合わせなくてはならない。
対	3	お客様に対して丁寧な言葉遣いを心がける。
提案	3	新しい提案に対して、役員からの反応は冷ややかだった。
来ました	3	交換留学生としてこの大学に来ました。
操作	3	年配の方にとって、スマホ操作は難しいこともある。
最中	3	プレゼンの最中に、停電になった。
家	3	もし宝くじが当たったとしたら、家を建てたい。
食べられ	3	辛い物が食べられないことはないが、あまり好きではない。
相談	3	家族とよく相談した上で、転職を決めた。
代わりに	3	砂糖の代わりに、はちみつを使った。
飯	3	資料を作成する代わりに、昼ご飯をおごってもらった。
早く	3	風邪気味なので、今日は早く寝ます。
窓	3	窓を開けっぱなしにして出かけてしまった。
一方だ	3	地方の人口は減る一方だ。
隣	3	隣の部屋は留守のようだ。
先生	3	先生は時間を守るようにと何度も注意した。
温泉	3	この地域は温泉が湧いていることから、観光地として知られている。
中心	3	駅を中心に商店街が広がっている。
昔	3	SNSを通じて、昔の友人と再会した。
勉強	3	妹に勉強を教えてあげた。
店長	3	店長はスタッフに閉店作業を任せた。
何時	3	明日のミーティングは何時からだっけ？
本	3	あの本、もう読んだっけ？
反面	3	彼は仕事が速い反面、細かいミスが多い。
飲みませ	3	田村教授はお酒を飲みません。
札幌	3	札幌の冬は寒いです。
姉	3	そのケーキは姉が焼きました。
行きます	3	新幹線で仙台に行きます。
飲みます	3	スプーンでスープを飲みます。
思います	3	彼の提案は妥当だと思います。
数学	2	彼は数学が苦手で、分数の計算に至っては小学生レベルだ。
至っては	2	彼は数学が苦手で、分数の計算に至っては小学生レベルだ。
外出	2	真夏の外出、昼間の歩行に至ってはほとんど拷問だ。
受付	2	本日をもって、受付を締め切ります。
猛暑	2	選手たちは猛暑をものともせず、試合を最後までやり抜いた。
試合	2	選手たちは猛暑をものともせず、試合を最後までやり抜いた。
許	2	医療ミスは一件たりとも許されない。
親	2	子供のためとあれば、親はどんな苦労も厭わない。
断るわけ	2	親友の頼みとあれば、断るわけにはいかない。
町	2	この町の景観を守れるのは、地元の住民をおいてほかにない。
景観	2	この町の景観を守れるのは、地元の住民をおいてほかにない。
温	2	手作りならではの温かみがある。
漢字	2	漢字はおろか、ひらがなさえまだ読めない。
読めない	2	漢字はおろか、ひらがなさえまだ読めない。
海外旅行	2	海外旅行はおろか、この県を出たこともない。
日常会話	2	ネイティブのようには話せないまでも、日常会話はこなしたい。
本気	2	冗談ならまだしも、本気で言っているのか。
分	2	5分の遅刻ならまだしも、1時間遅れるのはありえない。
行動	2	彼の行動には批判こそあれ、賞賛の声はほとんど聞かれない。
玄関	2	玄関に着くなり、彼はソファに倒れ込んだ。
込んだ	2	玄関に着くなり、彼はソファに倒れ込んだ。
早いか	2	チャイムが鳴るが早いか、子供たちは教室を飛び出した。
教室	2	チャイムが鳴るが早いか、子供たちは教室を飛び出した。
発売	2	新商品が発売されるが早いか、店頭から消えた。
目	2	目を覚ますや否や、彼はスマホを手に取った。
否	2	目を覚ますや否や、彼はスマホを手に取った。
忘れてし	2	教わるそばから忘れてしまう。
至った	2	問題は深刻化し、ついに訴訟に至った。
長年	2	長年の努力が実を結び、代表取締役に至った。
代表取締役	2	長年の努力が実を結び、代表取締役に至った。
高齢者	2	子供から高齢者に至るまで、誰もが楽しめるイベントだ。
至るまで	2	子供から高齢者に至るまで、誰もが楽しめるイベントだ。
経て	2	長年の交渉を経て、両社の合併が実現した。
実現	2	長年の交渉を経て、両社の合併が実現した。
練習	2	大会で優勝せんがため、彼は毎日厳しい練習に耐えた。
受けた	2	家族を守らんがため、彼は危険な仕事も引き受けた。
目標	2	目標を達成すべく、チーム全体で協力した。
全体	2	目標を達成すべく、チーム全体で協力した。
協力	2	目標を達成すべく、チーム全体で協力した。
一流	2	一流の技術者になるべく、彼は海外留学を決意した。
海外留学	2	一流の技術者になるべく、彼は海外留学を決意した。
決意	2	一流の技術者になるべく、彼は海外留学を決意した。
若	2	若さゆえの過ちだった。
真面目	2	真面目であるがゆえに、かえって批判されることもある。
空港	2	連休初日とあって、空港は大混雑だった。
花火大会	2	花火大会とあって、会場周辺は規制でいっぱいだった。
将来	2	君の将来を案じていればこそ、厳しいことを言う。
手前	2	既に約束した手前、今さら断れない。
後輩	2	後輩の手前、弱音を吐くわけにはいかない。
最終便	2	どんなに急いだところで、最終便には間に合わない。
思いきや	2	合格したと思いきや、番号を見間違えていた。
中	2	お休み中のところを恐れ入りますが、確認のお電話を差し上げました。
高く	2	円高だとはいうものの、海外旅行は依然として高く感じる。
運転	2	危険極まりない運転で、重大事故につながった。
通勤電車	2	ラッシュ時の通勤電車は不快極まりない。
光栄	2	このような大役を仰せつかり、光栄の至りでございます。
国際会議	2	国際会議でスピーチする機会を頂き、光栄の至りです。
機会	2	国際会議でスピーチする機会を頂き、光栄の至りです。
皆様	2	皆様のご支援に、感謝に堪えない。
禁じ	2	彼の境遇を思うと、同情を禁じ得ない。
難くない	2	彼の苦労は想像に難くない。
評価	2	このプロジェクトが高く評価される理由は、理解に難くない。
兄	2	兄の几帳面さにひきかえ、弟はいつも部屋が散らかっている。
知らせを	2	合格の知らせを聞いた時の嬉しさといったらない。
言わず	2	手と言わず足と言わず、泥だらけになった。
郊外	2	市街地と言わず郊外と言わず、町中がお祭りムードに包まれた。
祭り	2	市街地と言わず郊外と言わず、町中がお祭りムードに包まれた。
驚きだ	2	このような無名の店にこれほどの名品があるとは、驚きだ。
忘れてい	2	うちの子ったら、また宿題を忘れていったわ。
企業	2	パンデミックにあって、多くの企業がリモートワークを導入した。
導入	2	パンデミックにあって、多くの企業がリモートワークを導入した。
出るほど	2	ゴールデンウィークともなると、人気テーマパークは入場制限が出るほど混雑する。
一気	2	地域の花火大会ともなれば、街全体が一気にお祭りムードになる。
冗談	2	本気とも冗談ともつかない彼の口ぶりに、最初は戸惑った。
買う	2	借金してまで、ブランド品を買う必要はない。
必要	2	借金してまで、ブランド品を買う必要はない。
祭りの	2	真夏の屋外は暑かろうが、祭りの熱気は一見の価値がある。
初めて	2	50歳にして初めて海外に渡航した。
店主	2	「試してごらん」とばかりに、店主が新作のパンを差し出してきた。
新作	2	「試してごらん」とばかりに、店主が新作のパンを差し出してきた。
当たらな	2	想定内のことだから、驚くには当たらない。
執筆	2	会社に勤めるかたわら、週末は小説を執筆している。
教師	2	教師を務めるかたわら、地域のボランティアにも精力的に関わっている。
食べ	2	食べ歩き旅行は美味しいものずくめで、体重が増えた。
歩き	2	食べ歩き旅行は美味しいものずくめで、体重が増えた。
増えた	2	食べ歩き旅行は美味しいものずくめで、体重が増えた。
今期	2	今期の業績は、チームの努力いかんにかかっている。
決まる	2	プロジェクトの成否は、初動いかんで決まる。
認められ	2	理由のいかんによらず、遅刻は認められない。
予定通り	2	天候のいかんにかかわらず、イベントは予定通り開催される。
開催	2	天候のいかんにかかわらず、イベントは予定通り開催される。
心配	2	家族の心配をよそに、彼は一人で海外に旅立った。
皮切りに	2	東京公演を皮切りに、全国ツアーが始まった。
展開	2	新商品の発売を皮切りに、一連のマーケティング施策が展開された。
感動	2	この映画は、観客を感動させずにはおかない。
深く	2	このドキュメンタリーは、視聴者に深く考えさせずにはおかない。
来たら	2	ここまで来たら、謝らずにはすまないだろう。
責任者	2	責任者である以上、説明せずにはすまない。
余儀なくさ	2	台風の影響で、イベントの中止を余儀なくされた。
老舗	2	再開発の影響で、老舗は移転を余儀なくされた。
方法	2	この状況を乗り切る方法は、ただ粘り強く続けるのみだ。
嫌いがあ	2	彼には独断で決める嫌いがある。
細	2	うちの上司は細かい指示を出しすぎる嫌いがある。
泣	2	彼女は泣かんばかりに、必死で頼み込んだ。
壊	2	健康あっての挑戦だ。体を壊しては元も子もない。
国内	2	この企業の影響は国内にとどまらず、海外にも広く及んでいる。
知らない	2	名前すら知らない。
限りに	2	今日を限りに、タバコを完全にやめる。
切った	2	100キロからある荷物を、彼は一人で運び切った。
城	2	城の天守閣は、高さ50メートルからある巨大な建築だ。
高	2	城の天守閣は、高さ50メートルからある巨大な建築だ。
言い	2	プロとは言い条、ミスを犯すこともある。
条	2	プロとは言い条、ミスを犯すこともある。
人口減少	2	遅かれ早かれ、人口減少は街の風景を変えてしまうだろう。
始末だ	2	遅刻した上に忘れ物をし、最後には上司に叱られる始末だ。
食べすぎ	2	食べすぎて、帰りの電車で気分が悪くなる始末だ。
帰りの	2	食べすぎて、帰りの電車で気分が悪くなる始末だ。
気分	2	食べすぎて、帰りの電車で気分が悪くなる始末だ。
信頼	2	彼は全幅の信頼を置くに足る人物だ。
足る	2	彼は全幅の信頼を置くに足る人物だ。
歴史ある	2	あの歴史ある城は、一度訪れるに足る名所だ。
一度訪れるに	2	あの歴史ある城は、一度訪れるに足る名所だ。
相まって	2	絶好の天気と相まって、イベントは大盛況だった。
空き	2	都市部の空き家問題が深刻化しつつある。
体力	2	体力は落ちるばかりだ。
見込みだ	2	関東から東北にかけて、明日は荒れ模様の天気となる見込みだ。
夕方	2	夕方から夜にかけて、全国的に気温が下がる見込みだ。
留学	2	散々悩んだ末、留学を決意した。
決めた	2	家族で話し合った末に、郊外への引っ越しを決めた。
届き	2	荷物が届き次第、ご連絡いたします。
連絡いたし	2	荷物が届き次第、ご連絡いたします。
出発	2	準備が整い次第、出発しましょう。
大学	2	大学を卒業して以来、同級生とは一度も会っていない。
卒業	2	大学を卒業して以来、同級生とは一度も会っていない。
在宅勤務	2	在宅勤務が導入されて以来、通勤時間がゼロになった。
通勤時間	2	在宅勤務が導入されて以来、通勤時間がゼロになった。
持つ	2	プロジェクトを引き受けたからには、最後まで責任を持つ。
込む	2	起業するからには、周囲を巻き込む覚悟が必要だ。
素材	2	素材がいいからこそ、シンプルな料理が一番美味しい。
同じ	2	何度も確認したにもかかわらず、同じミスを繰り返した。
平日	2	平日にもかかわらず、人気のベーカリーには行列ができていた。
教えてく	2	知っているくせに、教えてくれない。
文句	2	料理ができないくせに、味付けに文句をつける。
増える	2	都市部の人口が増える一方で、地方の人口減少が進んでいる。
進んでい	2	都市部の人口が増える一方で、地方の人口減少が進んでいる。
大切	2	仕事が忙しい一方で、家族との時間も大切にしたい。
混む	2	電車にしてもバスにしても、朝の時間帯は混む。
申	2	申し訳ないと思いつつ、返事を後回しにしてしまった。
他	2	急ぎだと言われつつも、つい他の仕事を優先してしまった。
魅力	2	現地を訪れてみないことには、本当の魅力はわからない。
行われた	2	3日間にわたって国際会議が行われた。
発生	2	広範囲にわたって停電が発生した。
過去	2	過去のデータをもとに、今期の需要を予測する。
言われた	2	感謝されるどころか、逆に文句を言われた。
涼	2	涼しくなるどころか、9月に入っても真夏日が続いている。
続いてい	2	涼しくなるどころか、9月に入っても真夏日が続いている。
話せる	2	日本語ばかりか、中国語も流暢に話せる。
語	2	英語はもちろん、スペイン語も日常会話レベルで話せる。
抜群だ	2	10年修行しただけのことはある。料理の腕が抜群だ。
守るべき	2	社会人である上は、社会のルールを守るべきだ。
達成	2	支店の責任者である上は、売上目標の達成が求められる。
質	2	この店は価格が手頃な上に、料理の質も高い。
証拠	2	証拠が揃っている以上、認めざるを得ない。
見ると	2	あの映画を見ると、泣かずにはいられない。
食べない	2	出来立てのパンを前にすると、食べないではいられない。
景色	2	きれいな景色を見ると、写真を撮らずにはいられない。
無理	2	無理を続けると、体を壊しかねない。
起こり	2	誰にでも起こり得る身近な問題だ。
受	2	そんな高難度の試験、一発で受かりっこない。
大変	2	この仕事量を 1 人でやるのは大変に違いない。
頃	2	子供の頃はよくこの川で遊んだものだ。
年ぶりに	2	5年ぶりに母校を訪れた。
高校	2	10年ぶりに高校のクラスメイトと再会した。
再会	2	10年ぶりに高校のクラスメイトと再会した。
本棚	2	読みかけの小説が本棚に積まれている。
走り	2	一度も立ち止まることなく、ゴールまで走り切った。
伴って	2	人口の増加に伴って、都市部の住宅不足が深刻化した。
右	2	和食にかけては、彼女の右に出る者はいない。
関する	2	スピードに関する議論にかけては、彼が社内一だ。
痛みが	2	時間が経つにつれて、痛みが和らいだ。
働き	2	AI の進化につれて、働き方も変わってきた。
変わって	2	AI の進化につれて、働き方も変わってきた。
意見	2	賛成にしろ反対にしろ、正直に意見を伝えるべきだ。
流	2	彼女が涙を流したのは、嬉しかったからにほかならない。
二度	2	二度とあのようなミスは犯すまいと心に誓った。
替えた	2	もう二度と満員電車には乗るまいと思い、自転車通勤に切り替えた。
必ず	2	努力が必ず報われるとは限らない。
食文化	2	留学をきっかけに、現地の食文化に興味を持ち始めた。
迷ったあ	2	さんざん迷ったあげく、結局購入を見送った。
持ってい	2	真夏の外出は日傘を持っているに越したことはない。
冗談ぬきで	2	冗談ぬきで、真面目に話し合おう。
走りきっ	2	フルマラソンを走りきった。
先立って	2	開会に先立って、主催者が挨拶を述べた。
行った	2	記者会見に先立って、関係者だけで事前打ち合わせを行った。
故郷	2	故郷のことが思い出されてならない。
役員	2	新しい提案に対して、役員からの反応は冷ややかだった。
詳	2	新商品について詳しく説明します。
有名な	2	この小説は有名な作家によって書かれた。
書	2	この小説は有名な作家によって書かれた。
奈良	2	奈良は古都として世界に知られている。
知られて	2	奈良は古都として世界に知られている。
先輩	2	先輩のおかげで、無事に納品できました。
大雪	2	大雪のせいで高速道路が封鎖された。
頭	2	寝不足のせいか、頭がぼんやりする。
障害	2	システム障害のせいで、全社員が定時で帰れなかった。
全社員	2	システム障害のせいで、全社員が定時で帰れなかった。
昼食	2	これから昼食に出かけるところだ。
企画書	2	今ちょうど企画書を仕上げたところだ。
面接	2	面接の最中に、スマホが鳴ってしまった。
山	2	明るいうちに、山から下山しましょう。
留守	2	留守の間に宅配便が届いた。
発表	2	出張で不在の間に、会社で人事異動が発表された。
手紙	2	散歩するついでに、手紙を投函した。
買ってき	2	本屋に寄ったついでに、文房具も買ってきた。
提示	2	身分証を提示してからでないと、入館を許可できません。
辛い	2	辛い物が食べられないことはないが、あまり好きではない。
転職	2	家族とよく相談した上で、転職を決めた。
傘	2	傘を持っていない日に限って、急に雨が降る。
限って	2	傘を持っていない日に限って、急に雨が降る。
行きたい	2	京都をはじめ、奈良や金沢にも行きたい。
関	2	この事案に関して、後日詳細をご報告します。
値段	2	このレストランは値段が手頃なわりに、料理の質が高い。
動けない	2	朝の通勤時間は動けないぐらい電車が混む。
色	2	この色はちょっと子供っぽい。
風邪	2	冬は風邪を引きがちだ。
寝ます	2	風邪気味なので、今日は早く寝ます。
味付けは	2	この味付けは子供向きだ。
物価	2	物価は上がる一方だ。
時までに	2	毎晩10時までに寝るようにしている。
期限	2	彼が期限を守らないわけがない。
重くて	2	忙しいわけではないが、気が重くて動けない。
確保	2	予約したから、席は確保されているはずだ。
落ち	2	そのぐらいのことで落ち込むことはない。
守るよう	2	先生は時間を守るようにと何度も注意した。
名前	2	山の形が鍋に似ていることから、「鍋山」という名前がついた。
体調	2	季節が変わるたびに、体調を崩しやすい。
通じて	2	SNSを通じて、昔の友人と再会した。
基づいて	2	実験結果に基づいて、論文を執筆した。
弁護士	2	過去の判例に基づいて、弁護士が戦略を立てた。
渋滞	2	道路が渋滞していたものだから、遅刻してしまった。
運休	2	電車が運休したものだから、バスに振り替えた。
今年こそ	2	今年こそ必ず試験に合格したい。
今後	2	こちらこそ、今後ともよろしくお願いします。
誕生日	2	父が誕生日に時計を買ってくれた。
食べさせ	2	嫌いなセロリを食べさせられた。
報告書	2	先輩に教わったとおりに、報告書を書いた。
林	2	来週、林さんは京都へ出張します。
先週	2	先週の月曜日は祝日でした。
昨夜	2	昨夜、晩ご飯を食べませんでした。
食べませ	2	昨夜、晩ご飯を食べませんでした。
沖縄	2	先週の沖縄は暑かったです。
行きませ	2	今度の日曜日、山登りに行きませんか。
